word,suggested_level,junior_meaning_ja,high_meaning_ja,source_names,source_ranks
appetite,high_school,,食欲,high_word_list,1781;2121
application,high_school,,適用,high_word_list,1836;2176
appoint,high_school,,任命する,high_word_list,1060;1563
appointment,high_school,,約束,high_word_list,1732;2072
appreciate,high_school,,感謝する,high_word_list,423
approach,high_school,,近づく,high_word_list,390
appropriate,high_school,,適当な,high_word_list,815;1318
approval,high_school,,承認,high_word_list,751;1254
argue,high_school,,論じる,high_word_list,62
argument,high_school,,議論,high_word_list,496
arise,high_school,,起こる,high_word_list,793;1296
armed,high_school,,武装した,high_word_list,1066;1569
arms,high_school,,武器,high_word_list,153
arrival,high_school,,到着,high_word_list,190
artificial,high_school,,人工的な,high_word_list,1982;2322
asleep,high_school,,眠っている,high_word_list,1129;1632
aspect,high_school,,局面,high_word_list,393
assault,high_school,,暴行,high_word_list,670
assembly,high_school,,集合,high_word_list,1793;2133
assess,high_school,,評価する,high_word_list,158
assessment,high_school,,評価,high_word_list,159
asset,high_school,,資産,high_word_list,661
assist,high_school,,手伝う,high_word_list,932;1435
assistance,high_school,,支援,high_word_list,730;1233
associate,high_school,,結びつけて考える,high_word_list,1215;1718
association,high_school,,協会,high_word_list,516
assumption,high_school,,想定,high_word_list,515
assure,high_school,,保証する,high_word_list,2014;2354
astonish,high_school,,驚かせる,high_word_list,2023;2363
atlantic,high_school,,大西洋の,high_word_list,1973;2313
atmosphere,high_school,,雰囲気,high_word_list,147
atomic,high_school,,原子の,high_word_list,1920;2260
attach,high_school,,貼り付ける,high_word_list,1109;1612
attempt,high_school,,試み,high_word_list,326
attitude,high_school,,態度,high_word_list,231
attorney,high_school,,弁護士,high_word_list,141
attract,high_school,,引きつける,high_word_list,1110;1613
attractive,high_school,,魅力的な,high_word_list,1026;1529
attribute,high_school,,に帰する,high_word_list,1081;1584
author,high_school,,著者,high_word_list,517
authority,high_school,,権威,high_word_list,518
automobile,high_school,,自動車,high_word_list,769;1272
available,high_school,,利用できる,high_word_list,118
avoid,high_school,,避ける,high_word_list,167
award,high_school,,賞,high_word_list,281
aware,high_school,,気づいている,high_word_list,406
awareness,high_school,,気づき,high_word_list,903;1406
awful,high_school,,ひどい,high_word_list,1943;2283
background,high_school,,背景,high_word_list,519
bang,high_school,,ドンドン叩く,high_word_list,2061;2401
bare,high_school,,裸の,high_word_list,698
barely,high_school,,かろうじて,high_word_list,2050;2390
basis,high_school,,土台,high_word_list,196
beg,high_school,,懇願する,high_word_list,2019;2359
behalf,high_school,,代わって,high_word_list,1974;2314
behave,high_school,,振る舞う,high_word_list,957;1460
belief,high_school,,信念,high_word_list,273
bend,high_school,,曲げる,high_word_list,1925;2265
beneath,high_school,,下に,high_word_list,1834;2174
benefit,high_school,,利益,high_word_list,119
bet,high_school,,賭ける,high_word_list,81
bind,high_school,,縛りつける,high_word_list,1111;1614
biological,high_school,,生物学上の,high_word_list,1130;1633
bishop,high_school,,司教,high_word_list,701
bite,high_school,,噛む,high_word_list,44
bitter,high_school,,苦い,high_word_list,717
blast,high_school,,爆風,high_word_list,1750;2090
blink,high_school,,瞬きをする,high_word_list,2047;2387
block,high_school,,妨げる,high_word_list,794;1297
bloody,high_school,,血の,high_word_list,37
bond,high_school,,拘束,high_word_list,354
boundary,high_school,,境界,high_word_list,727;1230
bow,high_school,,お辞儀する,high_word_list,2051;2391
breast,high_school,,胸部,high_word_list,40
breath,high_school,,息,high_word_list,236
breathe,high_school,,呼吸をする,high_word_list,1112;1615
brick,high_school,,れんが,high_word_list,913;1416
brief,high_school,,短い,high_word_list,651
briefly,high_school,,簡単に,high_word_list,935;1438
broad,high_school,,広い,high_word_list,34
broadcast,high_school,,放送する,high_word_list,1961;2301
bullet,high_school,,弾丸,high_word_list,726;1229
burst,high_school,,破裂する,high_word_list,1967;2307
bury,high_school,,埋める,high_word_list,1869;2209
buyer,high_school,,買い手,high_word_list,887;1390
calculate,high_school,,計算する,high_word_list,1088;1591
candidate,high_school,,候補者,high_word_list,1915;2255
capable,high_school,,可能性がある,high_word_list,1176;1679
carbon,high_school,,炭素,high_word_list,222
cash,high_school,,現金,high_word_list,1813;2153
cast,high_school,,投げる,high_word_list,79
cause,high_school,,原因,high_word_list,374
cave,high_school,,ほら穴,high_word_list,1942;2282
cease,high_school,,やめる,high_word_list,1941;2281
ceiling,high_school,,天井,high_word_list,754;1257
cell,high_school,,細胞,high_word_list,1803;2143
chairman,high_school,,会長,high_word_list,439
chamber,high_school,,小部屋,high_word_list,894;1397
chapter,high_school,,章,high_word_list,285
characteristic,high_school,,特徴,high_word_list,521
charm,high_school,,魅力,high_word_list,1735;2075
chest,high_school,,たんす,high_word_list,482
circuit,high_school,,回路,high_word_list,1831;2171
circumstance,high_school,,状況,high_word_list,523
civil,high_school,,市民の,high_word_list,1948;2288
civilian,high_school,,民間人,high_word_list,897;1400
civilization,high_school,,文明,high_word_list,143
civilized,high_school,,発達した文明をもつ,high_word_list,1222;1725
classical,high_school,,古典の,high_word_list,1918;2258
client,high_school,,顧客,high_word_list,363
cling,high_school,,くっつく,high_word_list,2020;2360
clip,high_school,,切る,high_word_list,1773;2113
closely,high_school,,綿密に,high_word_list,867;1370
clothing,high_school,,衣料品,high_word_list,940;1443
clue,high_school,,手がかり,high_word_list,1070;1573
coalition,high_school,,連立,high_word_list,700
coast,high_school,,海岸,high_word_list,434
colleague,high_school,,同僚,high_word_list,1757;2097
combat,high_school,,戦闘,high_word_list,719
combine,high_school,,結合させる,high_word_list,1113;1616
comfort,high_school,,快適さ,high_word_list,922;1425
comfortable,high_school,,心地の良い,high_word_list,1131;1634
commander,high_school,,司令官,high_word_list,906;1409
commercial,high_school,,商業の,high_word_list,85
commission,high_school,,手数料,high_word_list,305
commissioner,high_school,,委員,high_word_list,1840;2180
commit,high_school,,罪を犯す,high_word_list,1992;2332
commitment,high_school,,約束,high_word_list,468
committee,high_school,,委員会,high_word_list,1940;2280
communist,high_school,,共産主義者,high_word_list,2041;2381
community,high_school,,共同社会,high_word_list,395
companion,high_school,,仲間,high_word_list,1727;2067
comparison,high_school,,比較,high_word_list,1746;2086
compete,high_school,,競争する,high_word_list,958;1461
competition,high_school,,競争,high_word_list,396
competitive,high_school,,競争力のある,high_word_list,1199;1702
complain,high_school,,不満を言う,high_word_list,1114;1617
complete,high_school,,完全な,high_word_list,425
completely,high_school,,完全に,high_word_list,424
complex,high_school,,複雑な,high_word_list,151
complexity,high_school,,複雑さ,high_word_list,1877;2217
complicated,high_school,,複雑な,high_word_list,817;1320
component,high_school,,成分,high_word_list,23
compose,high_school,,構成する,high_word_list,959;1462
composition,high_school,,構成,high_word_list,1809;2149
compound,high_school,,調合する,high_word_list,1100;1603
comprehensive,high_school,,包括的な,high_word_list,1091;1594
compromise,high_school,,妥協,high_word_list,695
concentrate,high_school,,集中する,high_word_list,960;1463
concentration,high_school,,集中,high_word_list,9
concept,high_school,,概念,high_word_list,432
concern,high_school,,懸案する,high_word_list,378
conclude,high_school,,締めくくる,high_word_list,1115;1618
conclusion,high_school,,結論,high_word_list,526
concrete,high_school,,具体的な,high_word_list,1094;1597
conduct,high_school,,行為,high_word_list,528
confidence,high_school,,自信,high_word_list,530
confident,high_school,,自信のある,high_word_list,1165;1668
confine,high_school,,制限する,high_word_list,2017;2357
confirm,high_school,,確認する,high_word_list,2006;2346
conflict,high_school,,対立,high_word_list,531
confront,high_school,,直面させる,high_word_list,2033;2373
confuse,high_school,,混乱させる,high_word_list,1116;1619
confusion,high_school,,混乱,high_word_list,1804;2144
congress,high_school,,会議,high_word_list,440
conscious,high_school,,意識して,high_word_list,1028;1531
consequence,high_school,,結果,high_word_list,532
consequently,high_school,,その結果,high_word_list,2016;2356
conservation,high_school,,保全,high_word_list,1738;2078
consider,high_school,,考慮する,high_word_list,480;485
considerable,high_school,,かなりの,high_word_list,962;1465
consideration,high_school,,考慮,high_word_list,32
consist,high_school,,成り立つ,high_word_list,963;1466
consistent,high_school,,一貫した,high_word_list,1077;1580
constant,high_school,,絶え間ない,high_word_list,1132;1635
constantly,high_school,,常に,high_word_list,658
constitute,high_school,,構成する,high_word_list,1995;2335
constitution,high_school,,憲法,high_word_list,1815;2155
construct,high_school,,組み立てる,high_word_list,1117;1620
construction,high_school,,建設,high_word_list,1816;2156
consumption,high_school,,消費,high_word_list,533
contain,high_school,,含有する,high_word_list,414
contemporary,high_school,,現在の,high_word_list,818;1321
context,high_school,,文脈,high_word_list,144
continent,high_school,,大陸,high_word_list,534
contract,high_school,,契約,high_word_list,1818;2158
contrary,high_school,,反対の,high_word_list,819;1322
contrast,high_school,,対照,high_word_list,535
contribute,high_school,,寄付する,high_word_list,964;1467
contribution,high_school,,寄付,high_word_list,536
controversial,high_school,,議論のある,high_word_list,1166;1669
conventional,high_school,,従来の,high_word_list,891;1394
conversation,high_school,,会話,high_word_list,537
convert,high_school,,変える,high_word_list,1875;2215
convey,high_school,,伝える,high_word_list,797;1300
conviction,high_school,,信念,high_word_list,707
convince,high_school,,納得させる,high_word_list,1118;1621
cooperation,high_school,,協力,high_word_list,538
cop,high_school,,警官,high_word_list,696
cope,high_school,,対処する,high_word_list,965;1468
correct,high_school,,正解,high_word_list,252
correspondent,high_school,,特派員,high_word_list,880;1383
corridor,high_school,,廊下,high_word_list,708
council,high_school,,議会,high_word_list,401
counter,high_school,,相対する,high_word_list,1071;1574
county,high_school,,州,high_word_list,297
court,high_school,,裁判所,high_word_list,342
crack,high_school,,裂け目,high_word_list,64
craft,high_school,,工芸,high_word_list,745;1248
creation,high_school,,創造,high_word_list,539
creature,high_school,,生き物,high_word_list,886;1389
credit,high_school,,信用,high_word_list,272
crew,high_school,,乗組員,high_word_list,1903;2243
crime,high_school,,犯罪,high_word_list,540
criminal,high_school,,犯罪の,high_word_list,71
crisis,high_school,,危機,high_word_list,541
critic,high_school,,批評家,high_word_list,1880;2220
critical,high_school,,極めて重要な,high_word_list,1177;1680
criticism,high_school,,批判,high_word_list,542
criticize,high_school,,批判する,high_word_list,966;1469
crop,high_school,,収穫物,high_word_list,770;1273
crown,high_school,,王冠,high_word_list,1835;2175
crucial,high_school,,重要な,high_word_list,923;1426
cruise,high_school,,巡航する,high_word_list,1985;2325
cultivate,high_school,,耕作する,high_word_list,1994;2334
cure,high_school,,治療する,high_word_list,1990;2330
curiosity,high_school,,好奇心,high_word_list,771;1274
current,high_school,,現在の,high_word_list,820;1323
curve,high_school,,曲線,high_word_list,697
dare,high_school,,思い切ってする,high_word_list,2065;2405
deal,high_school,,取引する,high_word_list,307
dealer,high_school,,販売業者,high_word_list,1058;1561
debt,high_school,,借金,high_word_list,545
decade,high_school,,10年間,high_word_list,944;1447
declare,high_school,,宣言する,high_word_list,967;1470
decline,high_school,,断る,high_word_list,220
defeat,high_school,,負かす,high_word_list,798;1301
defendant,high_school,,被告人,high_word_list,70
deficit,high_school,,赤字,high_word_list,681
definite,high_school,,明確な,high_word_list,1867;2207
definition,high_school,,定義,high_word_list,546
degree,high_school,,程度,high_word_list,201
delay,high_school,,遅らせる,high_word_list,1972;2312
deliberately,high_school,,故意に,high_word_list,1917;2257
delicate,high_school,,繊細な,high_word_list,1946;2286
delight,high_school,,喜び,high_word_list,547
demand,high_school,,要求,high_word_list,120
democracy,high_school,,民主主義,high_word_list,945;1448
democrat,high_school,,民主主義者,high_word_list,135
democratic,high_school,,民主主義の,high_word_list,2028;2368
demonstrate,high_school,,実証する,high_word_list,313
deny,high_school,,否定する,high_word_list,969;1472
department,high_school,,部門,high_word_list,152
dependent,high_school,,依存している,high_word_list,1179;1682
depending,high_school,,依存する,high_word_list,1104;1607
deposit,high_school,,お金を預ける,high_word_list,2063;2403
depress,high_school,,落胆させる,high_word_list,2026;2366
depression,high_school,,落ち込み,high_word_list,1080;1583
depth,high_school,,深さ,high_word_list,729;1232
deputy,high_school,,代理,high_word_list,676
derive,high_school,,引き出す,high_word_list,970;1473
describe,high_school,,述べる,high_word_list,479
description,high_school,,説明,high_word_list,1772;2112
deserve,high_school,,値する,high_word_list,882;1385
desirable,high_school,,望ましい,high_word_list,1960;2300
desire,high_school,,願望,high_word_list,413
desperate,high_school,,やけくその,high_word_list,1156;1659
despite,high_school,,もかかわらず,high_word_list,1194;1697
destruction,high_school,,破壊,high_word_list,549
detail,high_school,,詳細,high_word_list,282
detailed,high_school,,詳細の,high_word_list,930;1433
detect,high_school,,検出する,high_word_list,1089;1592
determine,high_school,,決める,high_word_list,382
devise,high_school,,考え出す,high_word_list,1993;2333
dialect,high_school,,方言,high_word_list,1737;2077
diet,high_school,,食事,high_word_list,551
dig,high_school,,掘る,high_word_list,38
dignity,high_school,,威厳,high_word_list,1839;2179
diminish,high_school,,減らす,high_word_list,1814;2154
direction,high_school,,方向,high_word_list,140
disadvantage,high_school,,不利,high_word_list,1743;2083
disappoint,high_school,,がっかりさせる,high_word_list,1205;1708
discipline,high_school,,しつけ,high_word_list,772;1275
discovery,high_school,,発見,high_word_list,177
dismiss,high_school,,退出させる,high_word_list,1163;1666
disorder,high_school,,無秩序,high_word_list,892;1395
display,high_school,,展示する,high_word_list,971;1474
dispute,high_school,,争議,high_word_list,1769;2109
distance,high_school,,距離,high_word_list,399
distant,high_school,,遠く離れた,high_word_list,1134;1637
distinct,high_school,,他と違った,high_word_list,2049;2389
distinction,high_school,,区別,high_word_list,554
distinguish,high_school,,区別する,high_word_list,972;1475
distribution,high_school,,分布,high_word_list,5
district,high_school,,地域,high_word_list,555
disturb,high_school,,平穏を妨げる,high_word_list,1169;1672
divide,high_school,,分割する,high_word_list,973;1476
division,high_school,,分割,high_word_list,1741;2081
divorce,high_school,,離婚,high_word_list,1729;2069
dominate,high_school,,支配する,high_word_list,1991;2331
doubt,high_school,,疑い,high_word_list,402
dozen,high_school,,12の,high_word_list,503
drain,high_school,,排出させる,high_word_list,1154;1657
dramatic,high_school,,劇的な,high_word_list,822;1325
drift,high_school,,漂流,high_word_list,693
drug,high_school,,麻薬,high_word_list,556
due,high_school,,期限の,high_word_list,351
dull,high_school,,面白みのない,high_word_list,1180;1683
dump,high_school,,投げ捨てる,high_word_list,1158;1661
dust,high_school,,ほこり,high_word_list,881;1384
duty,high_school,,職務,high_word_list,275
dwell,high_school,,住む,high_word_list,1792;2132
eager,high_school,,強く望んでいる,high_word_list,1209;1712
earnings,high_school,,収益,high_word_list,715
ease,high_school,,容易さ,high_word_list,122
echo,high_school,,こだま,high_word_list,924;1427
economic,high_school,,経済の,high_word_list,90
economics,high_school,,経済学,high_word_list,1923;2263
economy,high_school,,経済,high_word_list,385
edge,high_school,,端,high_word_list,221
editor,high_school,,編集者,high_word_list,1874;2214
educate,high_school,,教育する,high_word_list,974;1477
education,high_school,,教育,high_word_list,394
educational,high_school,,教育の,high_word_list,823;1326
effect,high_school,,効果,high_word_list,357
efficient,high_school,,効率,high_word_list,652
elaborate,high_school,,手の込んだ,high_word_list,2037;2377
elect,high_school,,選出する,high_word_list,1063;1566
election,high_school,,選挙,high_word_list,243
electric,high_school,,電気の,high_word_list,82
electrical,high_school,,電気の,high_word_list,1885;2225
element,high_school,,要素,high_word_list,557
elementary,high_school,,初級の,high_word_list,1905;2245
eliminate,high_school,,取り除く,high_word_list,1986;2326
embrace,high_school,,抱きしめる,high_word_list,1153;1656
emerge,high_school,,現れる,high_word_list,800;1303
emotional,high_school,,感情の,high_word_list,825;1328
emphasis,high_school,,強調,high_word_list,41
emphasize,high_school,,強調する,high_word_list,975;1478
empire,high_school,,帝国の,high_word_list,1886;2226
employ,high_school,,雇う,high_word_list,642
employer,high_school,,雇用者,high_word_list,364
empty,high_school,,何も入っていない,high_word_list,1218;1721
enable,high_school,,可能にさせる,high_word_list,1170;1673
encounter,high_school,,遭遇する,high_word_list,976;1479
endure,high_school,,耐える,high_word_list,1890;2230
enforcement,high_school,,執行,high_word_list,712
engaged,high_school,,従事している,high_word_list,1181;1684
enhance,high_school,,強調する,high_word_list,1083;1586
enormous,high_school,,非常に大きい,high_word_list,1182;1685
ensure,high_school,,確実にする,high_word_list,2045;2385
enterprise,high_school,,会社,high_word_list,1832;2172
entertain,high_school,,楽しませる,high_word_list,1119;1622
entertainment,high_school,,娯楽,high_word_list,558
enthusiasm,high_school,,情熱,high_word_list,1784;2124
entire,high_school,,全体の,high_word_list,826;1329
entirely,high_school,,完全に,high_word_list,868;1371
entitle,high_school,,題する,high_word_list,889;1392
environmental,high_school,,環境の,high_word_list,97
equipment,high_school,,装置,high_word_list,239
equivalent,high_school,,等しい,high_word_list,1883;2223
escape,high_school,,逃れる,high_word_list,77
essay,high_school,,論文,high_word_list,753;1256
essentially,high_school,,本質的に,high_word_list,1959;2299
establishment,high_school,,設立,high_word_list,747;1250
estate,high_school,,財産,high_word_list,339
estimate,high_school,,推定する,high_word_list,977;978;1480;1481
etc,high_school,,等々,high_word_list,699
ethnic,high_school,,民族の,high_word_list,67
evidence,high_school,,証拠,high_word_list,283
evident,high_school,,明らかな,high_word_list,1957;2297
evil,high_school,,邪悪な,high_word_list,827;1330
evolution,high_school,,進化,high_word_list,559
evolve,high_school,,進化する,high_word_list,1983;2323
exact,high_school,,正確な,high_word_list,1898;2238
exactly,high_school,,正確に,high_word_list,253
examination,high_school,,試験,high_word_list,325
examine,high_school,,検査する,high_word_list,979;1482
except,high_school,,除いて,high_word_list,290
excess,high_school,,過剰,high_word_list,1851;2191
excessive,high_school,,過度の,high_word_list,1936;2276
exclude,high_school,,除く,high_word_list,739;1242
executive,high_school,,幹部，重役,high_word_list,1828;2168
exhaust,high_school,,疲れ果てさせる,high_word_list,2064;2404
exhibit,high_school,,展示する,high_word_list,1966;2306
exist,high_school,,存在する,high_word_list,233
existence,high_school,,存在,high_word_list,21
existing,high_school,,既存の,high_word_list,96
expand,high_school,,拡大する,high_word_list,980;1483
expansion,high_school,,拡張,high_word_list,752;1255
expectation,high_school,,期待,high_word_list,42
expense,high_school,,費用,high_word_list,1745;2085
experiment,high_school,,実験,high_word_list,314
expert,high_school,,専門家,high_word_list,775;1278
explanation,high_school,,説明,high_word_list,560
explore,high_school,,探索,high_word_list,643
explosion,high_school,,爆発,high_word_list,1751;2091
export,high_school,,輸出する,high_word_list,981;1484
expose,high_school,,明らかにする,high_word_list,1171;1674
exposure,high_school,,暴露,high_word_list,680
express,high_school,,表現する,high_word_list,161
expression,high_school,,表現,high_word_list,162
extension,high_school,,拡張,high_word_list,748;1251
extensive,high_school,,広範な,high_word_list,939;1442
extent,high_school,,程度,high_word_list,561
extra,high_school,,余分の,high_word_list,828;1331
extraordinary,high_school,,普通でない,high_word_list,1135;1638
extreme,high_school,,極端な,high_word_list,829;1332
extremely,high_school,,極端に,high_word_list,392
fabric,high_school,,織物,high_word_list,688
factor,high_school,,要因,high_word_list,121
failure,high_school,,失敗,high_word_list,317
fair,high_school,,公平な,high_word_list,830;1333
fairly,high_school,,かなり,high_word_list,869;1372
faith,high_school,,信頼,high_word_list,562
false,high_school,,誤った,high_word_list,831;1334
fancy,high_school,,空想,high_word_list,1819;2159
fascinate,high_school,,魅了する,high_word_list,1958;2298
fate,high_school,,運命,high_word_list,563
fault,high_school,,欠点,high_word_list,564
favor,high_school,,親切な行為,high_word_list,1105;1608
fear,high_school,,恐れる,high_word_list,93
federal,high_school,,連邦の,high_word_list,63
fee,high_school,,料金,high_word_list,2
fellow,high_school,,仲間,high_word_list,210
female,high_school,,雌の，女性の,high_word_list,653
fiber,high_school,,繊維,high_word_list,703
finance,high_school,,財政,high_word_list,338
financial,high_school,,財政の,high_word_list,833;1336
firm,high_school,,しっかりした,high_word_list,1183;1686
firmly,high_school,,堅く,high_word_list,1817;2157
fix,high_school,,固定する,high_word_list,982;1485
flavor,high_school,,風味,high_word_list,761;1264
flee,high_school,,逃げる,high_word_list,908;1411
flood,high_school,,洪水,high_word_list,352
flow,high_school,,流れる,high_word_list,65
folk,high_school,,人々,high_word_list,260
force,high_school,,力,high_word_list,115
forever,high_school,,永遠に,high_word_list,870;1373
formal,high_school,,形式の,high_word_list,386
former,high_school,,前の,high_word_list,654
foundation,high_school,,基礎,high_word_list,1761;2101
founder,high_school,,創設者,high_word_list,918;1421
freeze,high_school,,凍る,high_word_list,14
frequent,high_school,,頻繁な,high_word_list,1878;2218
frequently,high_school,,頻繁に,high_word_list,156
frighten,high_school,,怖がらせる,high_word_list,1120;1172;1623;1675
fuel,high_school,,燃料,high_word_list,566
fully,high_school,,十分に,high_word_list,871;1374
fund,high_school,,資金,high_word_list,1801;2141
fundamental,high_school,,基本的な,high_word_list,1032;1535
funding,high_school,,資金調達,high_word_list,324
funeral,high_school,,葬式,high_word_list,1768;2108
fur,high_school,,毛皮,high_word_list,1733;2073
furniture,high_school,,家具,high_word_list,1833;2173
gain,high_school,,得る,high_word_list,12
gay,high_school,,同性愛の,high_word_list,1062;1565
gaze,high_school,,凝視する,high_word_list,2021;2361
gear,high_school,,伝動装置,high_word_list,1056;1559
gene,high_school,,遺伝子,high_word_list,1939;2279
generate,high_school,,発生させる,high_word_list,2032;2372
generous,high_school,,気前のよい,high_word_list,2042;2382
genius,high_school,,天才,high_word_list,567
genuine,high_school,,本物の,high_word_list,1870;2210
girlfriend,high_school,,女友達,high_word_list,919;1422
glance,high_school,,一目見る,high_word_list,456
global,high_school,,地球の,high_word_list,834;1337
globe,high_school,,地球,high_word_list,1767;2107
goal,high_school,,目標,high_word_list,568
govern,high_school,,統治する,high_word_list,983;1486
governor,high_school,,知事,high_word_list,216
gradually,high_school,,次第に,high_word_list,872;1375
grammar,high_school,,文法,high_word_list,569
grant,high_school,,給付金,high_word_list,776;1279
grasp,high_school,,つかむ,high_word_list,1945;2285
grave,high_school,,墓,high_word_list,1854;2194
greet,high_school,,あいさつをする,high_word_list,1207;1710
guarantee,high_school,,保証する,high_word_list,1962;2302
guilty,high_school,,有罪の,high_word_list,1866;2206
hang,high_school,,つるす,high_word_list,802;1305
hardly,high_school,,ほとんどない,high_word_list,471
harmful,high_school,,有害な,high_word_list,835;1338
harmony,high_school,,調和,high_word_list,1765;2105
harvest,high_school,,収穫,high_word_list,1794;2134
hate,high_school,,ひどく嫌う,high_word_list,1121;1624
headline,high_school,,見出し,high_word_list,376
headquarters,high_school,,本部,high_word_list,711
heel,high_school,,かかと,high_word_list,907;1410
height,high_school,,高さ,high_word_list,570
hell,high_school,,地獄,high_word_list,214
hesitate,high_school,,ためらう,high_word_list,986;1489
hide,high_school,,隠す,high_word_list,58
highlight,high_school,,目立たせる,high_word_list,1159;1662
hire,high_school,,雇う,high_word_list,644
historian,high_school,,歴史家,high_word_list,900;1403
historic,high_school,,由緒のある,high_word_list,1155;1658
historical,high_school,,歴史（上）の,high_word_list,1184;1687
honor,high_school,,名誉,high_word_list,1734;2074
household,high_school,,家族,high_word_list,571
huge,high_school,,巨大な,high_word_list,94
humanity,high_school,,人間,high_word_list,572
hunger,high_school,,飢え,high_word_list,1825;2165
ideal,high_school,,理想,high_word_list,573
identical,high_school,,同一の,high_word_list,1976;2316
identify,high_school,,見分ける,high_word_list,987;1490
identity,high_school,,同一性,high_word_list,186
ignore,high_school,,無視する,high_word_list,988;1491
illness,high_school,,病気,high_word_list,732;1235
imagination,high_school,,想像,high_word_list,574
imitate,high_school,,模倣する,high_word_list,1956;2296
immediate,high_school,,即座の,high_word_list,837;1340
immediately,high_school,,即座に,high_word_list,237
immigrant,high_school,,移民,high_word_list,575
immigration,high_school,,移住,high_word_list,1838;2178
impact,high_school,,影響,high_word_list,576
implement,high_school,,実施する,high_word_list,1074;1577
implication,high_school,,含み,high_word_list,43
imply,high_school,,ほのめかす,high_word_list,1122;1625
impose,high_school,,課する,high_word_list,1951;2291
impress,high_school,,感銘を与える,high_word_list,1173;1676
impression,high_school,,印象,high_word_list,577
impressive,high_school,,印象的な,high_word_list,455
improvement,high_school,,改善,high_word_list,436
impulse,high_school,,衝動,high_word_list,1786;2126
incident,high_school,,事件,high_word_list,1800;2140
inclined,high_school,,傾いた,high_word_list,1950;2290
income,high_school,,所得,high_word_list,578
incorporate,high_school,,合体させる,high_word_list,1164;1667
increasingly,high_school,,ますます,high_word_list,2013;2353
independent,high_school,,独立した,high_word_list,1034;1537
index,high_school,,索引,high_word_list,31
indicate,high_school,,指し示す,high_word_list,329
individual,high_school,,個人の,high_word_list,367
industrial,high_school,,産業の,high_word_list,335
industrialize,high_school,,産業化する,high_word_list,2040;2380
industry,high_school,,産業,high_word_list,336
inevitable,high_school,,避けられない,high_word_list,2054;2394
infant,high_school,,幼児,high_word_list,1730;2070
infection,high_school,,感染,high_word_list,682
inferior,high_school,,劣った,high_word_list,1862;2202
inflation,high_school,,膨張,high_word_list,691
inform,high_school,,知らせる,high_word_list,990;1493
ingredient,high_school,,材料,high_word_list,341
inhabitant,high_school,,居住者,high_word_list,1928;2268
initial,high_school,,当初の,high_word_list,1884;2224
initially,high_school,,最初に,high_word_list,933;1436
initiative,high_school,,主導権,high_word_list,309
injury,high_school,,怪我,high_word_list,1850;2190
innocent,high_school,,罪のない,high_word_list,1095;1598
inquiry,high_school,,問い合わせ,high_word_list,1161;1664
insect,high_school,,昆虫,high_word_list,1805;2145
insight,high_school,,洞察,high_word_list,1756;2096
inspector,high_school,,検査官,high_word_list,899;1402
inspire,high_school,,鼓舞する,high_word_list,2001;2341
install,high_school,,導入する,high_word_list,1065;1568
instant,high_school,,瞬時,high_word_list,1790;2130
instinct,high_school,,本能,high_word_list,1736;2076
institute,high_school,,制定する,high_word_list,1922;2262
institution,high_school,,制度,high_word_list,1776;2116
instrument,high_school,,道具,high_word_list,1755;2095
insurance,high_school,,保険,high_word_list,1739;2079
intellectual,high_school,,知的な,high_word_list,838;1341
intelligence,high_school,,知能,high_word_list,581
intelligent,high_school,,知能の高い,high_word_list,1137;1640
intend,high_school,,意図する,high_word_list,991;1494
intense,high_school,,激しい,high_word_list,89
intention,high_school,,意図,high_word_list,59
interfere,high_school,,干渉する,high_word_list,2005;2345
interior,high_school,,内部の,high_word_list,75
internal,high_school,,内部の,high_word_list,839;1342
interpret,high_school,,解釈する,high_word_list,992;1495
interpretation,high_school,,解釈,high_word_list,51
interrupt,high_school,,邪魔をする,high_word_list,2039;2379
intervention,high_school,,介在,high_word_list,53
intimate,high_school,,親密な,high_word_list,1901;2241
invest,high_school,,投資する,high_word_list,195
investigate,high_school,,調査する,high_word_list,1970;2310
investigation,high_school,,調査,high_word_list,207
investigator,high_school,,捜査官,high_word_list,912;1415
investment,high_school,,投資,high_word_list,1760;2100
investor,high_school,,投資家,high_word_list,194
invisible,high_school,,見えない,high_word_list,2002;2342
involve,high_school,,巻き込む,high_word_list,416
involvement,high_school,,関与,high_word_list,673
isolate,high_school,,孤立させる,high_word_list,1123;1626
issue,high_school,,問題,high_word_list,129
item,high_school,,項目,high_word_list,582
jail,high_school,,刑務所,high_word_list,879;1382
jewish,high_school,,ユダヤ人,high_word_list,467
joint,high_school,,継目,high_word_list,384
journal,high_school,,日誌,high_word_list,181
judgement,high_school,,判断,high_word_list,584
jury,high_school,,陪審員,high_word_list,72
killer,high_school,,殺人者,high_word_list,902;1405
lab,high_school,,研究室,high_word_list,909;1412
labor,high_school,,労働,high_word_list,111
laboratory,high_school,,実験室,high_word_list,778;1281
lack,high_school,,不足,high_word_list,155
landscape,high_school,,風景,high_word_list,585
lap,high_school,,ひざ,high_word_list,714
largely,high_school,,主として,high_word_list,1047;1550
latter,high_school,,後者の,high_word_list,840;1343
laughter,high_school,,笑い,high_word_list,586
lawn,high_school,,芝生,high_word_list,725;1228
lean,high_school,,傾く,high_word_list,108
leap,high_school,,飛び跳ねる，飛び回る,high_word_list,1059;1562;1764;2104
lecture,high_school,,講義,high_word_list,755;1258
legal,high_school,,法律の,high_word_list,1872;2212
