expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count,hold_reason
grudge,grudge,word,恨み，悪意，憎しみ,恨み，悪意，憎しみ,exam,3,1,1,,1:1799,1,pre1_or_1_deferred
grueling,grueling,word,厳しい,厳しい,exam,3,1,1,,1:2038,1,pre1_or_1_deferred
gruesome,gruesome,word,ぞっとする,ぞっとする,exam,3,1,1,,1:1974,1,pre1_or_1_deferred
gubernatorial,gubernatorial,word,総督の,総督の,exam,3,1,1,,1:3588,1,pre1_or_1_deferred
guffaw,guffaw,word,大笑いする，ヒヒンと笑う,大笑いする，ヒヒンと笑う,exam,3,1,1,,1:4149,1,pre1_or_1_deferred
guise,guise,word,外観，見た目,外観，見た目,exam,3,1,1,,1:1213,1,pre1_or_1_deferred
gullible,gullible,word,騙されやすい,騙されやすい,exam,3,1,1,,1:2918,1,pre1_or_1_deferred
gusto,gusto,word,大きな喜び,大きな喜び,exam,3,1,1,,1:2328,1,pre1_or_1_deferred
gut,gut,word,腸，大腸，小腸,腸，大腸，小腸,exam,3,1,1,,1:1914,1,pre1_or_1_deferred
hackneyed,hackneyed,word,使い古した,使い古した,exam,3,1,1,,1:3585,1,pre1_or_1_deferred
haggard,haggard,word,やつれた,やつれた,exam,3,1,1,,1:2785,1,pre1_or_1_deferred
halcyon,halcyon,word,穏やかな，平穏な,穏やかな，平穏な,exam,3,1,1,,1:4186,1,pre1_or_1_deferred
hale,hale,word,元気な，活発な,元気な，活発な,exam,3,1,1,,1:815,1,pre1_or_1_deferred
hallucination,hallucination,word,幻覚,幻覚,exam,3,1,1,,1:1931,1,pre1_or_1_deferred
hamper,hamper,word,妨げる，邪魔する,妨げる，邪魔する,exam,3,1,1,,1:772,1,pre1_or_1_deferred
handcuff,handcuff,word,手錠，人を拘束する装置,手錠，人を拘束する装置,exam,3,1,1,,1:1727,1,pre1_or_1_deferred
haphazard,haphazard,word,偶然,偶然,exam,3,1,1,,1:2406,1,pre1_or_1_deferred
haphazardly,haphazardly,word,偶然に,偶然に,exam,3,1,1,,1:3840,1,pre1_or_1_deferred
hapless,hapless,word,不運な,不運な,exam,3,1,1,,1:2242,1,pre1_or_1_deferred
harangue,harangue,word,長い演説をする，説教する,長い演説をする，説教する,exam,3,1,1,,1:4060,1,pre1_or_1_deferred
hark,hark,word,聞く,聞く,exam,3,1,1,,1:2137,1,pre1_or_1_deferred
harrowing,harrowing,word,悲惨な,悲惨な,exam,3,1,1,,1:2090,1,pre1_or_1_deferred
harry,harry,word,うるさく悩ます，蹂躙する，苦しめる,うるさく悩ます，蹂躙する，苦しめる,exam,3,1,1,,1:463,1,pre1_or_1_deferred
hatchet,hatchet,word,手斧,手斧,exam,3,1,1,,1:2572,1,pre1_or_1_deferred
haughty,haughty,word,高慢な，傲慢な,高慢な，傲慢な,exam,3,1,1,,1:656,1,pre1_or_1_deferred
hazy,hazy,word,霞んだ,霞んだ,exam,3,1,1,,1:3009,1,pre1_or_1_deferred
headlong,headlong,word,真っ逆さまに,真っ逆さまに,exam,3,1,1,,1:2131,1,pre1_or_1_deferred
heady,heady,word,せっかちな，急かせる,せっかちな，急かせる,exam,3,1,1,,1:1351,1,pre1_or_1_deferred
hearsay,hearsay,word,伝聞,伝聞,exam,3,1,1,,1:2637,1,pre1_or_1_deferred
hearten,hearten,word,元気づける，励ます,元気づける，励ます,exam,3,1,1,,1:1265,1,pre1_or_1_deferred
heartfelt,heartfelt,word,心からの，本心からの,心からの，本心からの,exam,3,1,1,,1:2196,1,pre1_or_1_deferred
heave,heave,word,盛り上がる，興奮する,盛り上がる，興奮する,exam,3,1,1,,1:711,1,pre1_or_1_deferred
hedonism,hedonism,word,快楽主義,快楽主義,exam,3,1,1,,1:2640,1,pre1_or_1_deferred
hedonistic,hedonistic,word,快楽主義的，享楽的な,快楽主義的，享楽的な,exam,3,1,1,,1:4166,1,pre1_or_1_deferred
hefty,hefty,word,重い，沈重な,重い，沈重な,exam,3,1,1,,1:658,1,pre1_or_1_deferred
hegemony,hegemony,word,覇権,覇権,exam,3,1,1,,1:2502,1,pre1_or_1_deferred
heinous,heinous,word,凶悪な,凶悪な,exam,3,1,1,,1:4032,1,pre1_or_1_deferred
heirloom,heirloom,word,家宝,家宝,exam,3,1,1,,1:3508,1,pre1_or_1_deferred
hemorrhage,hemorrhage,word,出血,出血,exam,3,1,1,,1:2311,1,pre1_or_1_deferred
hemp,hemp,word,麻，大麻,麻，大麻,exam,3,1,1,,1:2444,1,pre1_or_1_deferred
hepatitis,hepatitis,word,肝炎,肝炎,exam,3,1,1,,1:1927,1,pre1_or_1_deferred
herbicide,herbicide,word,除草剤,除草剤,exam,3,1,1,,1:3226,1,pre1_or_1_deferred
hereby,hereby,word,ここに,ここに,exam,3,1,1,,1:3532,1,pre1_or_1_deferred
herein,herein,word,この場所で,この場所で,exam,3,1,1,,1:3434,1,pre1_or_1_deferred
heresy,heresy,word,異説，違う意見,異説，違う意見,exam,3,1,1,,1:1003,1,pre1_or_1_deferred
heretic,heretic,word,異端者,異端者,exam,3,1,1,,1:3555,1,pre1_or_1_deferred
hermetic,hermetic,word,密封された，秘密主義の,密封された，秘密主義の,exam,3,1,1,,1:4268,1,pre1_or_1_deferred
hermit,hermit,word,世捨て人,世捨て人,exam,3,1,1,,1:2530,1,pre1_or_1_deferred
hesitant,hesitant,word,ためらった，躊躇した,ためらった，躊躇した,exam,3,1,1,,1:1341,1,pre1_or_1_deferred
heterogeneity,heterogeneity,word,異種,異種,exam,3,1,1,,1:3542,1,pre1_or_1_deferred
heterosexual,heterosexual,word,異性愛の,異性愛の,exam,3,1,1,,1:1348,1,pre1_or_1_deferred
hew,hew,word,切り倒す，切断する,切り倒す，切断する,exam,3,1,1,,1:4229,1,pre1_or_1_deferred
heyday,heyday,word,全盛期，最盛期,全盛期，最盛期,exam,3,1,1,,1:1167,1,pre1_or_1_deferred
hiatus,hiatus,word,隙間，割れ目，ひび,隙間，割れ目，ひび,exam,3,1,1,,1:934,1,pre1_or_1_deferred
hiccup,hiccup,word,しゃっくり,しゃっくり,exam,3,1,1,,1:3147,1,pre1_or_1_deferred
hideous,hideous,word,恐ろしい，恐怖な,恐ろしい，恐怖な,exam,3,1,1,,1:1466,1,pre1_or_1_deferred
hierarchical,hierarchical,word,階層的な，階級制の,階層的な，階級制の,exam,3,1,1,,1:18,1,pre1_or_1_deferred
hilarious,hilarious,word,滑稽な,滑稽な,exam,3,1,1,,1:2115,1,pre1_or_1_deferred
hindsight,hindsight,word,後知恵，振り返り,後知恵，振り返り,exam,3,1,1,,1:1850,1,pre1_or_1_deferred
histrionic,histrionic,word,演技が過剰な，大げさな,演技が過剰な，大げさな,exam,3,1,1,,1:4207,1,pre1_or_1_deferred
hive,hive,word,ミツバチの巣箱，巣箱のミツバチの群れ,ミツバチの巣箱，巣箱のミツバチの群れ,exam,3,1,1,,1:1258,1,pre1_or_1_deferred
hoarse,hoarse,word,しわがれ声の,しわがれ声の,exam,3,1,1,,1:2968,1,pre1_or_1_deferred
hoax,hoax,word,悪ふざけ，いたずら,悪ふざけ，いたずら,exam,3,1,1,,1:1051,1,pre1_or_1_deferred
hobnob,hobnob,word,親しく交際する，つるむ,親しく交際する，つるむ,exam,3,1,1,,1:4242,1,pre1_or_1_deferred
hoist,hoist,word,揚げる，巻き上げる,揚げる，巻き上げる,exam,3,1,1,,1:596,1,pre1_or_1_deferred
homage,homage,word,敬意，尊敬,敬意，尊敬,exam,3,1,1,,1:1043,1,pre1_or_1_deferred
homicide,homicide,word,殺人，人を殺す行為,殺人，人を殺す行為,exam,3,1,1,,1:1216,1,pre1_or_1_deferred
hone,hone,word,砥石,砥石,exam,3,1,1,,1:3382,1,pre1_or_1_deferred
honk,honk,word,警笛,警笛,exam,3,1,1,,1:3413,1,pre1_or_1_deferred
hoof,hoof,word,蹄，馬や牛などの足の一部,蹄，馬や牛などの足の一部,exam,3,1,1,,1:1728,1,pre1_or_1_deferred
horde,horde,word,遊牧民族，移動する民,遊牧民族，移動する民,exam,3,1,1,,1:1104,1,pre1_or_1_deferred
horrendous,horrendous,word,恐ろしい,恐ろしい,exam,3,1,1,,1:2275,1,pre1_or_1_deferred
horribly,horribly,word,恐ろしく，怖いほど,恐ろしく，怖いほど,exam,3,1,1,,1:1535,1,pre1_or_1_deferred
horrify,horrify,word,怖がらせる，恐れさせる,怖がらせる，恐れさせる,exam,3,1,1,,1:583,1,pre1_or_1_deferred
horticulture,horticulture,word,園芸，庭園作り,園芸，庭園作り,exam,3,1,1,,1:4100,1,pre1_or_1_deferred
hub,hub,word,中心部，核心,中心部，核心,exam,3,1,1,,1:989,1,pre1_or_1_deferred
hubris,hubris,word,傲慢，尊大,傲慢，尊大,exam,3,1,1,,1:4133,1,pre1_or_1_deferred
hull,hull,word,外皮，船体,外皮，船体,exam,3,1,1,,1:1939,1,pre1_or_1_deferred
hum,hum,word,鼻歌を歌う，ブーンと鳴る,鼻歌を歌う，ブーンと鳴る,exam,3,1,1,,1:1394,1,pre1_or_1_deferred
humdrum,humdrum,word,平凡な,平凡な,exam,3,1,1,,1:3655,1,pre1_or_1_deferred
humiliating,humiliating,word,屈辱的な，恥ずかしい,屈辱的な，恥ずかしい,exam,3,1,1,,1:1514,1,pre1_or_1_deferred
hump,hump,word,こぶ，隆起,こぶ，隆起,exam,3,1,1,,1:1044,1,pre1_or_1_deferred
hunch,hunch,word,直感，本能,直感，本能,exam,3,1,1,,1:256,1,pre1_or_1_deferred
hurtle,hurtle,word,急いで行く，急ぐ,急いで行く，急ぐ,exam,3,1,1,,1:1606,1,pre1_or_1_deferred
husk,husk,word,殻,殻,exam,3,1,1,,1:2745,1,pre1_or_1_deferred
hydraulic,hydraulic,word,油圧の,油圧の,exam,3,1,1,,1:2183,1,pre1_or_1_deferred
hyperbole,hyperbole,word,誇張，過大評価,誇張，過大評価,exam,3,1,1,,1:940,1,pre1_or_1_deferred
hypertension,hypertension,word,高血圧，高血圧症,高血圧，高血圧症,exam,3,1,1,,1:1174,1,pre1_or_1_deferred
hypnosis,hypnosis,word,催眠，催眠術,催眠，催眠術,exam,3,1,1,,1:3557,1,pre1_or_1_deferred
iceberg,iceberg,word,氷山，巨大な氷の塊,氷山，巨大な氷の塊,exam,3,1,1,,1:1254,1,pre1_or_1_deferred
iconoclast,iconoclast,word,偶像破壊者，伝統に反抗する人,偶像破壊者，伝統に反抗する人,exam,3,1,1,,1:4072,1,pre1_or_1_deferred
iconoclastic,iconoclastic,word,偶像破壊的な，慣習を打破する,偶像破壊的な，慣習を打破する,exam,3,1,1,,1:4099,1,pre1_or_1_deferred
idealization,idealization,word,理想化，理想の実現,理想化，理想の実現,exam,3,1,1,,1:144,1,pre1_or_1_deferred
idiosyncrasy,idiosyncrasy,word,特異性，個人的な特徴,特異性，個人的な特徴,exam,3,1,1,,1:4177,1,pre1_or_1_deferred
idiosyncratic,idiosyncratic,word,特異な,特異な,exam,3,1,1,,1:2041,1,pre1_or_1_deferred
idiotic,idiotic,word,ばかげた,ばかげた,exam,3,1,1,,1:2262,1,pre1_or_1_deferred
idyllic,idyllic,word,のどかな，穏やかな,のどかな，穏やかな,exam,3,1,1,,1:1277,1,pre1_or_1_deferred
ignite,ignite,word,点火する，火をつける,点火する，火をつける,exam,3,1,1,,1:806,1,pre1_or_1_deferred
ignoble,ignoble,word,下劣な,下劣な,exam,3,1,1,,1:4005,1,pre1_or_1_deferred
ignominious,ignominious,word,恥ずべき，不名誉な,恥ずべき，不名誉な,exam,3,1,1,,1:4222,1,pre1_or_1_deferred
ignominy,ignominy,word,恥辱，不名誉,恥辱，不名誉,exam,3,1,1,,1:4195,1,pre1_or_1_deferred
illegible,illegible,word,判読不能の,判読不能の,exam,3,1,1,,1:3969,1,pre1_or_1_deferred
illicit,illicit,word,不法の，違法な,不法の，違法な,exam,3,1,1,,1:852,1,pre1_or_1_deferred
imbibe,imbibe,word,飲む，吸収する,飲む，吸収する,exam,3,1,1,,1:4243,1,pre1_or_1_deferred
imbue,imbue,word,吹き込む,吹き込む,exam,3,1,1,,1:3414,1,pre1_or_1_deferred
immaculate,immaculate,word,真っ白な，汚れのない,真っ白な，汚れのない,exam,3,1,1,,1:3999,1,pre1_or_1_deferred
immaterial,immaterial,word,重要でない,重要でない,exam,3,1,1,,1:2959,1,pre1_or_1_deferred
immersion,immersion,word,没入，熱中,没入，熱中,exam,3,1,1,,1:2475,1,pre1_or_1_deferred
imminent,imminent,word,差し迫った，切迫した,差し迫った，切迫した,exam,3,1,1,,1:863,1,pre1_or_1_deferred
immutable,immutable,word,不変の，永遠の,不変の，永遠の,exam,3,1,1,,1:4216,1,pre1_or_1_deferred
impaired,impaired,word,障害のある，障害がある,障害のある，障害がある,exam,3,1,1,,1:1998,1,pre1_or_1_deferred
impart,impart,word,与える，授ける,与える，授ける,exam,3,1,1,,1:609,1,pre1_or_1_deferred
impasse,impasse,word,行き詰まり，進行不能,行き詰まり，進行不能,exam,3,1,1,,1:1846,1,pre1_or_1_deferred
impassive,impassive,word,無表情の,無表情の,exam,3,1,1,,1:2831,1,pre1_or_1_deferred
impeccable,impeccable,word,申し分のない,申し分のない,exam,3,1,1,,1:2125,1,pre1_or_1_deferred
impediment,impediment,word,障害，障害物,障害，障害物,exam,3,1,1,,1:1837,1,pre1_or_1_deferred
impel,impel,word,駆り立てる,駆り立てる,exam,3,1,1,,1:3242,1,pre1_or_1_deferred
impend,impend,word,差し迫った,差し迫った,exam,3,1,1,,1:3906,1,pre1_or_1_deferred
impending,impending,word,起こりそうな，可能性がある,起こりそうな，可能性がある,exam,3,1,1,,1:751,1,pre1_or_1_deferred
imperative,imperative,word,命令的な，指令的な,命令的な，指令的な,exam,3,1,1,,1:552,1,pre1_or_1_deferred
impersonate,impersonate,word,役を演じる,役を演じる,exam,3,1,1,,1:2156,1,pre1_or_1_deferred
impertinent,impertinent,word,生意気な,生意気な,exam,3,1,1,,1:2837,1,pre1_or_1_deferred
impervious,impervious,word,通さない,通さない,exam,3,1,1,,1:3798,1,pre1_or_1_deferred
impetuous,impetuous,word,猛烈な,猛烈な,exam,3,1,1,,1:2910,1,pre1_or_1_deferred
impetus,impetus,word,運動力，活力，動力,運動力，活力，動力,exam,3,1,1,,1:1911,1,pre1_or_1_deferred
impinge,impinge,word,衝突する,衝突する,exam,3,1,1,,1:2272,1,pre1_or_1_deferred
implacable,implacable,word,和解しにくい，対立しやすい,和解しにくい，対立しやすい,exam,3,1,1,,1:1295,1,pre1_or_1_deferred
implant,implant,word,植え付ける，移植する,植え付ける，移植する,exam,3,1,1,,1:30,1,pre1_or_1_deferred
implode,implode,word,内部破壊する,内部破壊する,exam,3,1,1,,1:3203,1,pre1_or_1_deferred
imposition,imposition,word,課税,課税,exam,3,1,1,,1:3193,1,pre1_or_1_deferred
impoverished,impoverished,word,貧しい，貧弱な,貧しい，貧弱な,exam,3,1,1,,1:741,1,pre1_or_1_deferred
improbable,improbable,word,ありそうもない,ありそうもない,exam,3,1,1,,1:2277,1,pre1_or_1_deferred
impromptu,impromptu,word,即座に，すぐに,即座に，すぐに,exam,3,1,1,,1:1543,1,pre1_or_1_deferred
improvisation,improvisation,word,即興，アドリブ，即席にやること,即興，アドリブ，即席にやること,exam,3,1,1,,1:1920,1,pre1_or_1_deferred
impudent,impudent,word,厚かましい,厚かましい,exam,3,1,1,,1:3863,1,pre1_or_1_deferred
impunity,impunity,word,免責，免除,免責，免除,exam,3,1,1,,1:1109,1,pre1_or_1_deferred
inadvertent,inadvertent,word,不注意な,不注意な,exam,3,1,1,,1:3987,1,pre1_or_1_deferred
inadvertently,inadvertently,word,うっかりと，不注意にも,うっかりと，不注意にも,exam,3,1,1,,1:1575,1,pre1_or_1_deferred
inanimate,inanimate,word,無生物の，生命のない,無生物の，生命のない,exam,3,1,1,,1:4277,1,pre1_or_1_deferred
inaugural,inaugural,word,就任の，着任の,就任の，着任の,exam,3,1,1,,1:600,1,pre1_or_1_deferred
incandescent,incandescent,word,白熱の,白熱の,exam,3,1,1,,1:2817,1,pre1_or_1_deferred
incarcerate,incarcerate,word,投獄する,投獄する,exam,3,1,1,,1:2036,1,pre1_or_1_deferred
incarceration,incarceration,word,投獄，監獄送り,投獄，監獄送り,exam,3,1,1,,1:1155,1,pre1_or_1_deferred
incendiary,incendiary,word,放火の，火災を引き起こす,放火の，火災を引き起こす,exam,3,1,1,,1:1428,1,pre1_or_1_deferred
incest,incest,word,近親相姦，近親関係,近親相姦，近親関係,exam,3,1,1,,1:1181,1,pre1_or_1_deferred
incinerator,incinerator,word,焼却炉,焼却炉,exam,3,1,1,,1:2312,1,pre1_or_1_deferred
incision,incision,word,切開,切開,exam,3,1,1,,1:3729,1,pre1_or_1_deferred
incite,incite,word,扇動する，煽る,扇動する，煽る,exam,3,1,1,,1:1320,1,pre1_or_1_deferred
incompatible,incompatible,word,非互換の，不適合な,非互換の，不適合な,exam,3,1,1,,1:1454,1,pre1_or_1_deferred
incompetence,incompetence,word,無能，無力,無能，無力,exam,3,1,1,,1:1033,1,pre1_or_1_deferred
incompetent,incompetent,word,無能な，劣る,無能な，劣る,exam,3,1,1,,1:767,1,pre1_or_1_deferred
incongruity,incongruity,word,違和感,違和感,exam,3,1,1,,1:2425,1,pre1_or_1_deferred
incongruous,incongruous,word,一致しない,一致しない,exam,3,1,1,,1:3676,1,pre1_or_1_deferred
inconspicuous,inconspicuous,word,目立たない，控えめな,目立たない，控えめな,exam,3,1,1,,1:763,1,pre1_or_1_deferred
incorrigible,incorrigible,word,非常に悪い，改善できない,非常に悪い，改善できない,exam,3,1,1,,1:4278,1,pre1_or_1_deferred
incredulous,incredulous,word,疑い深い,疑い深い,exam,3,1,1,,1:2989,1,pre1_or_1_deferred
incremental,incremental,word,増加の，増大の,増加の，増大の,exam,3,1,1,,1:439,1,pre1_or_1_deferred
incubation,incubation,word,ふ化,ふ化,exam,3,1,1,,1:3815,1,pre1_or_1_deferred
inculcate,inculcate,word,教え込む,教え込む,exam,3,1,1,,1:3204,1,pre1_or_1_deferred
incumbent,incumbent,word,責務がある，義務がある,責務がある，義務がある,exam,3,1,1,,1:835,1,pre1_or_1_deferred
incursion,incursion,word,侵入,侵入,exam,3,1,1,,1:2763,1,pre1_or_1_deferred
indelible,indelible,word,消えない，永続する,消えない，永続する,exam,3,1,1,,1:1583,1,pre1_or_1_deferred
indemnity,indemnity,word,補償,補償,exam,3,1,1,,1:3583,1,pre1_or_1_deferred
indicative,indicative,word,表示する，示す,表示する，示す,exam,3,1,1,,1:540,1,pre1_or_1_deferred
indifferent,indifferent,word,無関心な，冷淡な,無関心な，冷淡な,exam,3,1,1,,1:760,1,pre1_or_1_deferred
indignation,indignation,word,憤慨,憤慨,exam,3,1,1,,1:4004,1,pre1_or_1_deferred
indispensable,indispensable,word,欠かせない，必須の,欠かせない，必須の,exam,3,1,1,,1:1587,1,pre1_or_1_deferred
indistinct,indistinct,word,不明瞭な，ぼやけた,不明瞭な，ぼやけた,exam,3,1,1,,1:622,1,pre1_or_1_deferred
indolent,indolent,word,怠惰な,怠惰な,exam,3,1,1,,1:3650,1,pre1_or_1_deferred
indomitable,indomitable,word,屈しない，不屈の,屈しない，不屈の,exam,3,1,1,,1:4153,1,pre1_or_1_deferred
indulgent,indulgent,word,寛大な,寛大な,exam,3,1,1,,1:3861,1,pre1_or_1_deferred
ineffable,ineffable,word,言葉で言い表せない，言葉では言い尽くせない,言葉で言い表せない，言葉では言い尽くせない,exam,3,1,1,,1:4208,1,pre1_or_1_deferred
inept,inept,word,不適当な,不適当な,exam,3,1,1,,1:2061,1,pre1_or_1_deferred
inert,inert,word,不活性の,不活性の,exam,3,1,1,,1:2776,1,pre1_or_1_deferred
inexorable,inexorable,word,容赦ない,容赦ない,exam,3,1,1,,1:2220,1,pre1_or_1_deferred
infallible,infallible,word,間違いのない，確実な,間違いのない，確実な,exam,3,1,1,,1:2822,1,pre1_or_1_deferred
infatuate,infatuate,word,夢中にする,夢中にする,exam,3,1,1,,1:3528,1,pre1_or_1_deferred
infatuation,infatuation,word,夢中,夢中,exam,3,1,1,,1:2581,1,pre1_or_1_deferred
infertility,infertility,word,不妊,不妊,exam,3,1,1,,1:2573,1,pre1_or_1_deferred
infest,infest,word,横行する，はびこる,横行する，はびこる,exam,3,1,1,,1:1531,1,pre1_or_1_deferred
infirm,infirm,word,虚弱な,虚弱な,exam,3,1,1,,1:3714,1,pre1_or_1_deferred
inflammatory,inflammatory,word,炎症性の，炎症を引き起こす,炎症性の，炎症を引き起こす,exam,3,1,1,,1:831,1,pre1_or_1_deferred
informant,informant,word,通報者，情報提供者,通報者，情報提供者,exam,3,1,1,,1:1230,1,pre1_or_1_deferred
infrared,infrared,word,赤外線の,赤外線の,exam,3,1,1,,1:2006,1,pre1_or_1_deferred
infringe,infringe,word,侵害する，侵犯する,侵害する，侵犯する,exam,3,1,1,,1:1490,1,pre1_or_1_deferred
infringement,infringement,word,侵害，侵犯,侵害，侵犯,exam,3,1,1,,1:1162,1,pre1_or_1_deferred
infusion,infusion,word,注入，注ぎ込む,注入，注ぎ込む,exam,3,1,1,,1:1619,1,pre1_or_1_deferred
ingenious,ingenious,word,器用な，創造性のある,器用な，創造性のある,exam,3,1,1,,1:2846,1,pre1_or_1_deferred
ingest,ingest,word,摂取する,摂取する,exam,3,1,1,,1:3504,1,pre1_or_1_deferred
inhibition,inhibition,word,禁止,禁止,exam,3,1,1,,1:1936,1,pre1_or_1_deferred
inhibitor,inhibitor,word,抑制する人，制御者,抑制する人，制御者,exam,3,1,1,,1:903,1,pre1_or_1_deferred
iniquity,iniquity,word,不正,不正,exam,3,1,1,,1:2506,1,pre1_or_1_deferred
injunction,injunction,word,差し止め，停止命令,差し止め，停止命令,exam,3,1,1,,1:1614,1,pre1_or_1_deferred
injurious,injurious,word,有害な，危害を及ぼす,有害な，危害を及ぼす,exam,3,1,1,,1:700,1,pre1_or_1_deferred
inlet,inlet,word,入り江,入り江,exam,3,1,1,,1:3991,1,pre1_or_1_deferred
innate,innate,word,生まれつきの，先天的な,生まれつきの，先天的な,exam,3,1,1,,1:597,1,pre1_or_1_deferred
innermost,innermost,word,奥底の，深層の,奥底の，深層の,exam,3,1,1,,1:737,1,pre1_or_1_deferred
innocuous,innocuous,word,無害の,無害の,exam,3,1,1,,1:2102,1,pre1_or_1_deferred
innuendo,innuendo,word,暗示,暗示,exam,3,1,1,,1:2621,1,pre1_or_1_deferred
inoculation,inoculation,word,予防接種,予防接種,exam,3,1,1,,1:1961,1,pre1_or_1_deferred
inquisitive,inquisitive,word,詮索好きの,詮索好きの,exam,3,1,1,,1:4055,1,pre1_or_1_deferred
insatiable,insatiable,word,強欲な，貪欲な,強欲な，貪欲な,exam,3,1,1,,1:1520,1,pre1_or_1_deferred
inscribe,inscribe,word,刻む，彫る,刻む，彫る,exam,3,1,1,,1:1458,1,pre1_or_1_deferred
inscrutable,inscrutable,word,不可解な,不可解な,exam,3,1,1,,1:3620,1,pre1_or_1_deferred
insecticide,insecticide,word,殺虫剤,殺虫剤,exam,3,1,1,,1:2363,1,pre1_or_1_deferred
insidious,insidious,word,陰湿な，卑劣な,陰湿な，卑劣な,exam,3,1,1,,1:1441,1,pre1_or_1_deferred
insinuate,insinuate,word,ほのめかす，示唆する,ほのめかす，示唆する,exam,3,1,1,,1:630,1,pre1_or_1_deferred
insipid,insipid,word,味のない,味のない,exam,3,1,1,,1:2767,1,pre1_or_1_deferred
insofar,insofar,word,その範囲で，その限りで,その範囲で，その限りで,exam,3,1,1,,1:1545,1,pre1_or_1_deferred
insolent,insolent,word,横柄な,横柄な,exam,3,1,1,,1:2781,1,pre1_or_1_deferred
insolvent,insolvent,word,支払い不能の,支払い不能の,exam,3,1,1,,1:2302,1,pre1_or_1_deferred
insomnia,insomnia,word,不眠症,不眠症,exam,3,1,1,,1:2420,1,pre1_or_1_deferred
instructive,instructive,word,有益な，教育的な,有益な，教育的な,exam,3,1,1,,1:186,1,pre1_or_1_deferred
insufferable,insufferable,word,我慢できない,我慢できない,exam,3,1,1,,1:3794,1,pre1_or_1_deferred
insulate,insulate,word,絶縁する,絶縁する,exam,3,1,1,,1:2208,1,pre1_or_1_deferred
insurgency,insurgency,word,反乱，反乱軍,反乱，反乱軍,exam,3,1,1,,1:1245,1,pre1_or_1_deferred
insurgent,insurgent,word,暴動を起こした，乱れた,暴動を起こした，乱れた,exam,3,1,1,,1:1605,1,pre1_or_1_deferred
insurmountable,insurmountable,word,乗り越えられない,乗り越えられない,exam,3,1,1,,1:3044,1,pre1_or_1_deferred
insurrection,insurrection,word,暴動,暴動,exam,3,1,1,,1:1948,1,pre1_or_1_deferred
intently,intently,word,熱心に,熱心に,exam,3,1,1,,1:2221,1,pre1_or_1_deferred
inter,inter,word,埋葬する，埋める,埋葬する，埋める,exam,3,1,1,,1:675,1,pre1_or_1_deferred
interdisciplinary,interdisciplinary,word,学際的な，多分野の,学際的な，多分野の,exam,3,1,1,,1:1323,1,pre1_or_1_deferred
interlude,interlude,word,間奏,間奏,exam,3,1,1,,1:2433,1,pre1_or_1_deferred
intermediary,intermediary,word,仲介の，調停の,仲介の，調停の,exam,3,1,1,,1:876,1,pre1_or_1_deferred
interminable,interminable,word,果てしない,果てしない,exam,3,1,1,,1:2770,1,pre1_or_1_deferred
intermittent,intermittent,word,間欠的な，断続の,間欠的な，断続の,exam,3,1,1,,1:3070,1,pre1_or_1_deferred
interpretive,interpretive,word,解釈の,解釈の,exam,3,1,1,,1:2022,1,pre1_or_1_deferred
interstellar,interstellar,word,星間の,星間の,exam,3,1,1,,1:3721,1,pre1_or_1_deferred
intertwine,intertwine,word,絡み合わせる,絡み合わせる,exam,3,1,1,,1:2297,1,pre1_or_1_deferred
intestinal,intestinal,word,腸の，腸管の,腸の，腸管の,exam,3,1,1,,1:1380,1,pre1_or_1_deferred
intestine,intestine,word,腸，腸管，はらわた,腸，腸管，はらわた,exam,3,1,1,,1:1897,1,pre1_or_1_deferred
intimately,intimately,word,親密に，密接に,親密に，密接に,exam,3,1,1,,1:1495,1,pre1_or_1_deferred
intimidation,intimidation,word,脅迫，威嚇,脅迫，威嚇,exam,3,1,1,,1:423,1,pre1_or_1_deferred
intolerance,intolerance,word,不寛容，偏見,不寛容，偏見,exam,3,1,1,,1:1197,1,pre1_or_1_deferred
intractable,intractable,word,手に負えない，コントロールできない,手に負えない，コントロールできない,exam,3,1,1,,1:1270,1,pre1_or_1_deferred
intravenous,intravenous,word,静脈内の，静脈の範囲内で,静脈内の，静脈の範囲内で,exam,3,1,1,,1:2231,1,pre1_or_1_deferred
intrepid,intrepid,word,勇敢な,勇敢な,exam,3,1,1,,1:2155,1,pre1_or_1_deferred
introspection,introspection,word,内省,内省,exam,3,1,1,,1:2543,1,pre1_or_1_deferred
introspective,introspective,word,内省的な，反省的な,内省的な，反省的な,exam,3,1,1,,1:1342,1,pre1_or_1_deferred
intrude,intrude,word,侵入する，侵害する,侵入する，侵害する,exam,3,1,1,,1:1528,1,pre1_or_1_deferred
intrusive,intrusive,word,煩わしい,煩わしい,exam,3,1,1,,1:2860,1,pre1_or_1_deferred
inundate,inundate,word,水浸しにする，水没させる,水浸しにする，水没させる,exam,3,1,1,,1:1414,1,pre1_or_1_deferred
invader,invader,word,侵略者，侵入者,侵略者，侵入者,exam,3,1,1,,1:970,1,pre1_or_1_deferred
invaluable,invaluable,word,貴重な，価値のある,貴重な，価値のある,exam,3,1,1,,1:475,1,pre1_or_1_deferred
inveterate,inveterate,word,常習的な,常習的な,exam,3,1,1,,1:3932,1,pre1_or_1_deferred
