expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count
unprecedented,unprecedented,word,前例のない,前例のない,exam,3,pre1,pre1,形容詞,pre1:2355,1
unstable,unstable,word,不安定な，ゆらぎやすい,不安定な，ゆらぎやすい,exam,3,pre1,pre1;1,形容詞,pre1:2248;1:190,2
untidy,untidy,word,だらしない，乱雑な,だらしない，乱雑な,exam,3,pre1,pre1,形容詞,pre1:1255,1
unveil,unveil,word,明らかにする,明らかにする,exam,3,pre1,pre1,動詞,pre1:3029,1
uplift,uplift,word,隆起,隆起,exam,3,pre1,pre1,名詞,pre1:3229,1
uproar,uproar,word,大騒ぎ，騒動,大騒ぎ，騒動 / 大騒ぎ,exam,3,pre1,pre1;1,名詞,pre1:2613;1:2150,2
upscale,upscale,word,高級な,高級な,exam,3,pre1,pre1,形容詞,pre1:3203,1
uptight,uptight,word,きつい,きつい,exam,3,pre1,pre1,形容詞,pre1:3270,1
utensil,utensil,word,用具，器具,用具，器具 / 器具,exam,3,pre1,pre1;1,名詞,pre1:1886;1:3648,2
utility,utility,word,効用,効用,exam,3,pre1,pre1,名詞,pre1:1081,1
utmost,utmost,word,最大限の，最高の,最大限の，最高の,exam,3,pre1,pre1,形容詞,pre1:1324,1
utterance,utterance,word,発言，発声,発言，発声,exam,3,pre1,pre1,名詞,pre1:1449,1
vacancy,vacancy,word,空っぽ，空いた場所,空っぽ，空いた場所,exam,3,pre1,pre1,名詞,pre1:1813,1
vacant,vacant,word,空っぽの，無人の,空っぽの，無人の,exam,3,pre1,pre1,形容詞,pre1:1134,1
valid,valid,word,有効な，根拠のある,有効な，根拠のある,exam,3,pre1,pre1,形容詞,pre1:1059,1
validity,validity,word,有効性，効果性,有効性，効果性,exam,3,pre1,pre1;1,名詞,pre1:2356;1:440,2
vandalize,vandalize,word,わざと壊す，故意に破壊する,わざと壊す，故意に破壊する,exam,3,pre1,pre1,動詞,pre1:148,1
vanity,vanity,word,虚栄心，うぬぼれ,虚栄心，うぬぼれ,exam,3,pre1,pre1,名詞,pre1:950,1
vapor,vapor,word,蒸気，水蒸気,蒸気，水蒸気,exam,3,pre1,pre1,名詞,pre1:1681,1
vase,vase,word,花瓶，つぼ,花瓶，つぼ,exam,3,pre1,pre1,名詞,pre1:264,1
vast,vast,word,広大な，莫大な,広大な，莫大な,exam,3,pre1,pre1,形容詞,pre1:75,1
vault,vault,word,丸天井，ドーム型の天井,丸天井，ドーム型の天井,exam,3,pre1,pre1;1,名詞,pre1:3232;1:539,2
veil,veil,word,覆うもの，口実,覆うもの，口実,exam,3,pre1,pre1,名詞,pre1:3241,1
vein,vein,word,静脈,静脈,exam,3,pre1,pre1,名詞,pre1:1570,1
velocity,velocity,word,速度,速度,exam,3,pre1,pre1,名詞,pre1:1959,1
vendor,vendor,word,行商人,行商人,exam,3,pre1,pre1,名詞,pre1:2358,1
vent,vent,word,排出口，通風孔,排出口，通風孔,exam,3,pre1,pre1,名詞,pre1:2125,1
ventilate,ventilate,word,換気する,換気する,exam,3,pre1,pre1,動詞,pre1:3172,1
venue,venue,word,会場，場所,会場，場所 / 現場，場所,exam,3,pre1,pre1;1,名詞,pre1:185;1:678,2
verb,verb,word,動詞,動詞,exam,3,pre1,pre1,名詞,pre1:598,1
verdict,verdict,word,評決,評決,exam,3,pre1,pre1,名詞,pre1:2378,1
verge,verge,word,寸前，境界,寸前，境界,exam,3,pre1,pre1,名詞,pre1:3155,1
verify,verify,word,を確認する，立証する,を確認する，立証する,exam,3,pre1,pre1,動詞,pre1:2395,1
vertical,vertical,word,垂直の，縦の,垂直の，縦の,exam,3,pre1,pre1,形容詞,pre1:1481,1
viable,viable,word,生存できる，生き抜く,生存できる，生き抜く,exam,3,pre1,pre1;1,形容詞,pre1:3173;1:780,2
vibrant,vibrant,word,活気のある,活気のある,exam,3,pre1,pre1,形容詞,pre1:3400,1
vicinity,vicinity,word,近所，近隣,近所，近隣,exam,3,pre1,pre1;1,名詞,pre1:2975;1:308,2
vicious,vicious,word,悪意のある，意地悪な,悪意のある，意地悪な,exam,3,pre1,pre1,形容詞,pre1:1097,1
vigor,vigor,word,活力,活力,exam,3,pre1,pre1;1,名詞,pre1:501;1:2288,2
vigorous,vigorous,word,精力的な，元気な,精力的な，元気な,exam,3,pre1,pre1,形容詞,pre1:1375,1
villa,villa,word,別荘,別荘,exam,3,pre1,pre1,名詞,pre1:1066,1
villain,villain,word,悪党，悪者,悪党，悪者,exam,3,pre1,pre1,名詞,pre1:219,1
villainous,villainous,word,極悪人の，悪役の,極悪人の，悪役の,exam,3,pre1,pre1,形容詞,pre1:3340,1
violation,violation,word,違反，侵害,違反，侵害,exam,3,pre1,pre1;1,名詞,pre1:1366;1:172,2
virgin,virgin,word,処女,処女,exam,3,pre1,pre1,名詞,pre1:1183,1
vitality,vitality,word,生命力，活気,生命力，活気,exam,3,pre1,pre1,名詞,pre1:1423,1
vocal,vocal,word,音声の，声の,音声の，声の,exam,3,pre1,pre1,形容詞,pre1:1088,1
vocation,vocation,word,天職，職業,天職，職業,exam,3,pre1,pre1,名詞,pre1:1580,1
vocational,vocational,word,職業の，職業上の,職業の，職業上の / 職業の，仕事の,exam,3,pre1,pre1;1,形容詞,pre1:2549;1:887,2
vogue,vogue,word,流行,流行,exam,3,pre1,pre1;1,名詞,pre1:2456;1:2019,2
void,void,word,無効の,無効の,exam,3,pre1,pre1,形容詞,pre1:2640,1
volcanic,volcanic,word,火山の,火山の,exam,3,pre1,pre1,形容詞,pre1:2104,1
volcano,volcano,word,火山，噴火口,火山，噴火口,exam,3,pre1,pre1;1,名詞,pre1:604;1:522,2
vomit,vomit,word,吐く/嘔吐,吐く/嘔吐,exam,3,pre1,pre1,動詞,pre1:2217,1
voucher,voucher,word,引換券,引換券,exam,3,pre1,pre1,名詞,pre1:2115,1
vowel,vowel,word,母音,母音,exam,3,pre1,pre1,名詞,pre1:1306,1
vulgar,vulgar,word,下品な,下品な,exam,3,pre1,pre1,形容詞,pre1:1796,1
wag,wag,word,を振る，揺り動かす,を振る，揺り動かす,exam,3,pre1,pre1,動詞,pre1:2061,1
wail,wail,word,泣き叫ぶ,泣き叫ぶ,exam,3,pre1,pre1,動詞,pre1:2557,1
wander,wander,word,放浪する,放浪する,exam,3,pre1,pre1,動詞,pre1:3325,1
ward,ward,word,区画，病室,区画，病室,exam,3,pre1,pre1,名詞,pre1:707,1
warehouse,warehouse,word,倉庫,倉庫,exam,3,pre1,pre1,名詞,pre1:2188,1
warmth,warmth,word,暖かさ，温もり,暖かさ，温もり,exam,3,pre1,pre1,名詞,pre1:103,1
warrant,warrant,word,証明書，保証書,証明書，保証書,exam,3,pre1,pre1;1,名詞,pre1:1312;1:116,2
warranty,warranty,word,保証，保障,保証，保障,exam,3,pre1,pre1;1,名詞,pre1:2899;1:210,2
warrior,warrior,word,戦士,戦士,exam,3,pre1,pre1,名詞,pre1:597,1
watchdog,watchdog,word,番犬,番犬,exam,3,pre1,pre1,名詞,pre1:1196,1
waver,waver,word,揺らぐ、安定していない、ぐらつく,揺らぐ、安定していない、ぐらつく / 揺らぐ，安定していない，ぐらつく,exam,3,pre1,pre1;1,動詞,pre1:3079;1:1650,2
weaken,weaken,word,弱める，力を失う,弱める，力を失う,exam,3,pre1,pre1;1,動詞,pre1:333;1:189,2
weary,weary,word,疲れた，疲弊した,疲れた，疲弊した,exam,3,pre1,pre1,形容詞,pre1:179,1
weave,weave,word,織物を織る,織物を織る,exam,3,pre1,pre1,動詞,pre1:87,1
weed,weed,word,雑草，草取り,雑草，草取り,exam,3,pre1,pre1;1,名詞,pre1:195;1:77,2
weep,weep,word,泣く，涙を流す,泣く，涙を流す,exam,3,pre1,pre1,動詞,pre1:208,1
weird,weird,word,変な，気味の悪い,変な，気味の悪い,exam,3,pre1,pre1,形容詞,pre1:1456,1
whatsoever,whatsoever,word,なんでも,なんでも,exam,3,pre1,pre1,副詞,pre1:2875,1
wheat,wheat,word,小麦,小麦,exam,3,pre1,pre1,名詞,pre1:178,1
whereby,whereby,word,それによって，それに従って,それによって，それに従って,exam,3,pre1,pre1,接続詞,pre1:2732,1
wholesome,wholesome,word,健全な，健康的な,健全な，健康的な,exam,3,pre1,pre1,形容詞,pre1:3004,1
wicked,wicked,word,邪悪な，悪い,邪悪な，悪い,exam,3,pre1,pre1,形容詞,pre1:322,1
wicket,wicket,word,窓口,窓口,exam,3,pre1,pre1,名詞,pre1:2237,1
widow,widow,word,未亡人，夫を亡くした女性,未亡人，夫を亡くした女性,exam,3,pre1,pre1,名詞,pre1:741,1
wilderness,wilderness,word,荒野，未開の地,荒野，未開の地,exam,3,pre1,pre1;1,名詞,pre1:293;1:197,2
willingness,willingness,word,意欲，意志,意欲，意志,exam,3,pre1,pre1;1,名詞,pre1:2377;1:248,2
windmill,windmill,word,風車,風車,exam,3,pre1,pre1,名詞,pre1:2191,1
wit,wit,word,機転,機転,exam,3,pre1,pre1,名詞,pre1:684,1
witch,witch,word,魔女，魔法使い,魔女，魔法使い,exam,3,pre1,pre1;1,名詞,pre1:788;1:416,2
withdrawal,withdrawal,word,撤回，撤退,撤回，撤退,exam,3,pre1,pre1,名詞,pre1:1110,1
wither,wither,word,枯れる，しおれる,枯れる，しおれる,exam,3,pre1,pre1,動詞,pre1:1674,1
withhold,withhold,word,差し控える,差し控える,exam,3,pre1,pre1,動詞,pre1:2004,1
witty,witty,word,気の利いた,気の利いた,exam,3,pre1,pre1,形容詞,pre1:1444,1
woe,woe,word,悲痛，苦悩,悲痛，苦悩,exam,3,pre1,pre1,名詞,pre1:2810,1
worship,worship,word,礼拝，崇拝,礼拝，崇拝,exam,3,pre1,pre1,名詞,pre1:2133,1
worthwhile,worthwhile,word,価値のある,価値のある,exam,3,pre1,pre1,形容詞,pre1:3129,1
wound,wound,word,傷,傷,exam,3,pre1,pre1,名詞,pre1:3136,1
wreath,wreath,word,花輪，花冠,花輪，花冠,exam,3,pre1,pre1,名詞,pre1:1719,1
wreck,wreck,word,難破，衝突,難破，衝突,exam,3,pre1,pre1,名詞,pre1:1696,1
wrinkle,wrinkle,word,しわ,しわ,exam,3,pre1,pre1,名詞,pre1:1277,1
wrist,wrist,word,手首，そで口,手首，そで口,exam,3,pre1,pre1,名詞,pre1:226,1
yarn,yarn,word,編み糸,編み糸,exam,3,pre1,pre1,名詞,pre1:1546,1
yawn,yawn,word,欠伸をする，あくびをする,欠伸をする，あくびをする,exam,3,pre1,pre1;1,動詞,pre1:287;1:1773,2
yearn,yearn,word,憧れる，慕う,憧れる，慕う / 切望する，強く望む,exam,3,pre1,pre1;1,動詞,pre1:2098;1:4172,2
yolk,yolk,word,卵黄，黄身,卵黄，黄身 / 卵黄,exam,3,pre1,pre1;1,名詞,pre1:2615;1:4016,2
zeal,zeal,word,熱心，熱意,熱心，熱意 / 熱意，情熱,exam,3,pre1,pre1;1,名詞,pre1:1653;1:4183,2
abate,abate,word,減少する，和らげる,減少する，和らげる,exam,3,1,1,,1:4160,1
abbey,abbey,word,修道院，僧院,修道院，僧院,exam,3,1,1,,1:983,1
abdicate,abdicate,word,退位する，辞める,退位する，辞める,exam,3,1,1,,1:4173,1
abdomen,abdomen,word,腹部，腹の部分,腹部，腹の部分,exam,3,1,1,,1:1011,1
abdominal,abdominal,word,腹部の，腹の,腹部の，腹の,exam,3,1,1,,1:1363,1
abduct,abduct,word,拉致する，誘拐する,拉致する，誘拐する,exam,3,1,1,,1:599,1
abduction,abduction,word,拉致，誘拐,拉致，誘拐,exam,3,1,1,,1:1234,1
aberrant,aberrant,word,異常な，変わった,異常な，変わった,exam,3,1,1,,1:4203,1
aberration,aberration,word,脱線行為，妨害行為,脱線行為，妨害行為,exam,3,1,1,,1:1858,1
abet,abet,word,扇動する，煽る,扇動する，煽る,exam,3,1,1,,1:1307,1
abhor,abhor,word,嫌悪する,嫌悪する,exam,3,1,1,,1:2176,1
abhorrent,abhorrent,word,忌まわしい,忌まわしい,exam,3,1,1,,1:2902,1
abiding,abiding,word,永続的な，永久の,永続的な，永久の,exam,3,1,1,,1:2283,1
abject,abject,word,卑劣な,卑劣な,exam,3,1,1,,1:3091,1
ablaze,ablaze,word,燃え立っている,燃え立っている,exam,3,1,1,,1:2190,1
abnegation,abnegation,word,自己否定，自己犠牲,自己否定，自己犠牲,exam,3,1,1,,1:4122,1
abominable,abominable,word,忌まわしい，憎むべき,忌まわしい，憎むべき,exam,3,1,1,,1:436,1
abomination,abomination,word,憎悪,憎悪,exam,3,1,1,,1:3131,1
aboveboard,aboveboard,word,公明正大な,公明正大な,exam,3,1,1,,1:3685,1
abrasive,abrasive,word,すり減らす，減らす，摩耗させる,すり減らす，減らす，摩耗させる,exam,3,1,1,,1:1594,1
abreast,abreast,word,横に並んで,横に並んで,exam,3,1,1,,1:3916,1
abridged,abridged,word,要約された,要約された,exam,3,1,1,,1:3697,1
abscond,abscond,word,逃亡する，忍び去る,逃亡する，忍び去る,exam,3,1,1,,1:4259,1
absentee,absentee,word,欠席者，不参加者,欠席者，不参加者,exam,3,1,1,,1:1945,1
absolve,absolve,word,免除する，免許する,免除する，免許する,exam,3,1,1,,1:3371,1
absorption,absorption,word,吸収，吸取,吸収，吸取,exam,3,1,1,,1:446,1
abstinence,abstinence,word,禁欲,禁欲,exam,3,1,1,,1:2329,1
absurdity,absurdity,word,不条理，不合理，矛盾,不条理，不合理，矛盾,exam,3,1,1,,1:1790,1
abysmal,abysmal,word,奈落のような，ひどい,奈落のような，ひどい,exam,3,1,1,,1:4254,1
abyss,abyss,word,深淵，非常に深いところ，底なし,深淵，非常に深いところ，底なし,exam,3,1,1,,1:1660,1
accede,accede,word,同意する,同意する,exam,3,1,1,,1:2112,1
accentuate,accentuate,word,強調する,強調する,exam,3,1,1,,1:2095,1
accolade,accolade,word,栄誉,栄誉,exam,3,1,1,,1:2694,1
accomplice,accomplice,word,共犯者,共犯者,exam,3,1,1,,1:2537,1
accreditation,accreditation,word,認定，承認,認定，承認,exam,3,1,1,,1:969,1
accrue,accrue,word,発生する，起こる,発生する，起こる,exam,3,1,1,,1:1451,1
acknowledgement,acknowledgement,word,承認，認可,承認，認可,exam,3,1,1,,1:1874,1
acne,acne,word,にきび,にきび,exam,3,1,1,,1:2368,1
acquiescence,acquiescence,word,黙認,黙認,exam,3,1,1,,1:3561,1
acquittal,acquittal,word,無罪放免，無罪を宣告する,無罪放免，無罪を宣告する,exam,3,1,1,,1:1191,1
acrid,acrid,word,刺激的な,刺激的な,exam,3,1,1,,1:2863,1
acrimony,acrimony,word,辛辣さ,辛辣さ,exam,3,1,1,,1:3581,1
acronym,acronym,word,頭字語，初めの文字で作られる単語,頭字語，初めの文字で作られる単語,exam,3,1,1,,1:1715,1
acumen,acumen,word,洞察力，識見,洞察力，識見,exam,3,1,1,,1:1826,1
acupuncture,acupuncture,word,鍼,鍼,exam,3,1,1,,1:3461,1
adage,adage,word,格言,格言,exam,3,1,1,,1:2751,1
adamant,adamant,word,断固たる，固定的な,断固たる，固定的な,exam,3,1,1,,1:508,1
adept,adept,word,熟達した,熟達した,exam,3,1,1,,1:2152,1
adjoining,adjoining,word,隣の，隣接する,隣の，隣接する,exam,3,1,1,,1:1309,1
adjunct,adjunct,word,付属物，付加物,付属物，付加物,exam,3,1,1,,1:1906,1
admonition,admonition,word,訓戒,訓戒,exam,3,1,1,,1:3145,1
adrift,adrift,word,漂流して，漂う，流されている,漂流して，漂う，流されている,exam,3,1,1,,1:1357,1
adroit,adroit,word,器用な,器用な,exam,3,1,1,,1:3826,1
adulation,adulation,word,お世辞，過剰な賞賛,お世辞，過剰な賞賛,exam,3,1,1,,1:4276,1
adultery,adultery,word,姦通，不倫,姦通，不倫,exam,3,1,1,,1:1192,1
adversity,adversity,word,逆境，困難，窮地,逆境，困難，窮地,exam,3,1,1,,1:1879,1
aegis,aegis,word,保護,保護,exam,3,1,1,,1:3369,1
affable,affable,word,親しみの持てる,親しみの持てる,exam,3,1,1,,1:2145,1
affective,affective,word,優しい，親切な,優しい，親切な,exam,3,1,1,,1:1353,1
affiliated,affiliated,word,提携した，連携した,提携した，連携した,exam,3,1,1,,1:1479,1
affirmation,affirmation,word,断言，明言,断言，明言,exam,3,1,1,,1:998,1
affliction,affliction,word,苦痛,苦痛,exam,3,1,1,,1:3483,1
aforementioned,aforementioned,word,前述の，先に述べた,前述の，先に述べた,exam,3,1,1,,1:1359,1
aggregate,aggregate,word,集める，収集する,集める，収集する,exam,3,1,1,,1:1559,1
aggrieved,aggrieved,word,感情を害した,感情を害した,exam,3,1,1,,1:2191,1
agile,agile,word,機敏な,機敏な,exam,3,1,1,,1:2766,1
agrarian,agrarian,word,農地の,農地の,exam,3,1,1,,1:4042,1
ail,ail,word,苦しめる，苦痛を与える,苦しめる，苦痛を与える,exam,3,1,1,,1:425,1
ailing,ailing,word,病んでいる,病んでいる,exam,3,1,1,,1:2017,1
ailment,ailment,word,病気，疾患,病気，疾患,exam,3,1,1,,1:1097,1
airborne,airborne,word,空輸の,空輸の,exam,3,1,1,,1:2099,1
alias,alias,word,別名は，別称は,別名は，別称は,exam,3,1,1,,1:1329,1
alienation,alienation,word,疎外，遠ざける，孤立させる,疎外，遠ざける，孤立させる,exam,3,1,1,,1:1892,1
align,align,word,揃える，整える,揃える，整える,exam,3,1,1,,1:1477,1
allay,allay,word,和らげる，軽減する,和らげる，軽減する,exam,3,1,1,,1:356,1
allegiance,allegiance,word,忠誠,忠誠,exam,3,1,1,,1:3248,1
allegory,allegory,word,たとえ話，比喩,たとえ話，比喩,exam,3,1,1,,1:3393,1
allele,allele,word,対立遺伝子,対立遺伝子,exam,3,1,1,,1:3408,1
alloy,alloy,word,合金,合金,exam,3,1,1,,1:3579,1
alluring,alluring,word,魅惑的な,魅惑的な,exam,3,1,1,,1:2267,1
allusion,allusion,word,暗示，示唆,暗示，示唆,exam,3,1,1,,1:1856,1
altercation,altercation,word,口論,口論,exam,3,1,1,,1:2460,1
altruism,altruism,word,利他主義，無私無欲,利他主義，無私無欲,exam,3,1,1,,1:1774,1
altruistic,altruistic,word,利他的な,利他的な,exam,3,1,1,,1:3929,1
alumnus,alumnus,word,卒業生，卒業した人,卒業生，卒業した人,exam,3,1,1,,1:1655,1
amass,amass,word,蓄える，保存する,蓄える，保存する,exam,3,1,1,,1:571,1
ambient,ambient,word,周囲の,周囲の,exam,3,1,1,,1:2859,1
ambivalent,ambivalent,word,相反する感情のある，矛盾した感情の,相反する感情のある，矛盾した感情の,exam,3,1,1,,1:1459,1
ambush,ambush,word,待ち伏せ，待ち構え，伏兵,待ち伏せ，待ち構え，伏兵,exam,3,1,1,,1:1803,1
amenable,amenable,word,従順な,従順な,exam,3,1,1,,1:3084,1
amends,amends,word,償い,償い,exam,3,1,1,,1:2632,1
amidst,amidst,word,の中で，内部で,の中で，内部で,exam,3,1,1,,1:1487,1
amity,amity,word,親善,親善,exam,3,1,1,,1:2590,1
amnesia,amnesia,word,健忘症,健忘症,exam,3,1,1,,1:3513,1
amphibian,amphibian,word,両生類の,両生類の,exam,3,1,1,,1:4030,1
amplitude,amplitude,word,広さ，振幅,広さ，振幅,exam,3,1,1,,1:3339,1
amply,amply,word,広々と，広大に,広々と，広大に,exam,3,1,1,,1:1336,1
amputation,amputation,word,切断,切断,exam,3,1,1,,1:3303,1
ancestral,ancestral,word,先祖の，祖先の,先祖の，祖先の,exam,3,1,1,,1:125,1
ancillary,ancillary,word,付属の,付属の,exam,3,1,1,,1:2963,1
anecdotal,anecdotal,word,逸話の，物語性のある,逸話の，物語性のある,exam,3,1,1,,1:238,1
anemia,anemia,word,貧血症，赤血球不足,貧血症，赤血球不足,exam,3,1,1,,1:1013,1
anesthesia,anesthesia,word,麻酔，麻酔薬,麻酔，麻酔薬,exam,3,1,1,,1:1054,1
anew,anew,word,新たに,新たに,exam,3,1,1,,1:2163,1
angst,angst,word,不安,不安,exam,3,1,1,,1:2411,1
animosity,animosity,word,敵意，敵対心,敵意，敵対心,exam,3,1,1,,1:489,1
annex,annex,word,添付する，別館,添付する，別館,exam,3,1,1,,1:1368,1
annexation,annexation,word,付加,付加,exam,3,1,1,,1:3539,1
annihilate,annihilate,word,全滅させる,全滅させる,exam,3,1,1,,1:1973,1
annotate,annotate,word,注釈を付ける,注釈を付ける,exam,3,1,1,,1:3577,1
annuity,annuity,word,年金，退職金,年金，退職金,exam,3,1,1,,1:1102,1
annul,annul,word,無効にする，無効化する,無効にする，無効化する,exam,3,1,1,,1:1366,1
anorexia,anorexia,word,拒食症,拒食症,exam,3,1,1,,1:2610,1
antagonize,antagonize,word,敵に回す,敵に回す,exam,3,1,1,,1:2049,1
antarctic,antarctic,word,南極の,南極の,exam,3,1,1,,1:2928,1
antecedent,antecedent,word,先行する,先行する,exam,3,1,1,,1:2088,1
anterior,anterior,word,前部の,前部の,exam,3,1,1,,1:2771,1
anteroom,anteroom,word,控え室,控え室,exam,3,1,1,,1:2371,1
anthropological,anthropological,word,人類学,人類学,exam,3,1,1,,1:2935,1
antic,antic,word,ふざけた,ふざけた,exam,3,1,1,,1:2372,1
antidote,antidote,word,解毒剤，毒を中和する物質，解毒薬,解毒剤，毒を中和する物質，解毒薬,exam,3,1,1,,1:1656,1
antigen,antigen,word,抗原,抗原,exam,3,1,1,,1:3394,1
antipathy,antipathy,word,反感，嫌悪,反感，嫌悪,exam,3,1,1,,1:965,1
antiquated,antiquated,word,時代遅れの，古い,時代遅れの，古い,exam,3,1,1,,1:1388,1
antiseptic,antiseptic,word,殺菌の,殺菌の,exam,3,1,1,,1:3085,1
apathetic,apathetic,word,無関心な,無関心な,exam,3,1,1,,1:3598,1
aperture,aperture,word,隙間、開口部,隙間、開口部,exam,3,1,1,,1:2627,1
apex,apex,word,頂上,頂上,exam,3,1,1,,1:2649,1
appall,appall,word,ぞっとさせる,ぞっとさせる,exam,3,1,1,,1:3216,1
appalled,appalled,word,不安でいっぱいの,不安でいっぱいの,exam,3,1,1,,1:3654,1
appalling,appalling,word,ぞっとするような，気味の悪い,ぞっとするような，気味の悪い,exam,3,1,1,,1:240,1
apparition,apparition,word,亡霊,亡霊,exam,3,1,1,,1:3575,1
appease,appease,word,なだめる，鎮める,なだめる，鎮める,exam,3,1,1,,1:753,1
appellate,appellate,word,上訴の,上訴の,exam,3,1,1,,1:2028,1
apprehensive,apprehensive,word,心配した，気になる,心配した，気になる,exam,3,1,1,,1:1567,1
apprenticeship,apprenticeship,word,見習い,見習い,exam,3,1,1,,1:3252,1
approximation,approximation,word,近似,近似,exam,3,1,1,,1:2321,1
aptly,aptly,word,適切に，適当に,適切に，適当に,exam,3,1,1,,1:228,1
aquifer,aquifer,word,帯水層,帯水層,exam,3,1,1,,1:3430,1
arable,arable,word,耕作可能な,耕作可能な,exam,3,1,1,,1:3029,1
arbitration,arbitration,word,仲裁,仲裁,exam,3,1,1,,1:2722,1
arcane,arcane,word,不可思議な，神秘的な,不可思議な，神秘的な,exam,3,1,1,,1:1401,1
archipelago,archipelago,word,群島，諸島,群島，諸島,exam,3,1,1,,1:1031,1
ardent,ardent,word,熱心な，情熱的な,熱心な，情熱的な,exam,3,1,1,,1:735,1
ardor,ardor,word,情熱，熱意,情熱，熱意,exam,3,1,1,,1:4120,1
arid,arid,word,乾燥した，乾いている,乾燥した，乾いている,exam,3,1,1,,1:1447,1
ark,ark,word,箱舟，ノアの方舟,箱舟，ノアの方舟,exam,3,1,1,,1:1095,1
armistice,armistice,word,休戦,休戦,exam,3,1,1,,1:2761,1
armpit,armpit,word,脇の下,脇の下,exam,3,1,1,,1:2346,1
arousal,arousal,word,覚醒,覚醒,exam,3,1,1,,1:3360,1
arson,arson,word,放火，火をつける,放火，火をつける,exam,3,1,1,,1:1770,1
arthritis,arthritis,word,関節炎，関節の炎症,関節炎，関節の炎症,exam,3,1,1,,1:1163,1
articulation,articulation,word,調音,調音,exam,3,1,1,,1:2454,1
artifice,artifice,word,巧みさ，狡猾,巧みさ，狡猾,exam,3,1,1,,1:3473,1
ascend,ascend,word,昇る，上昇する,昇る，上昇する,exam,3,1,1,,1:560,1
ashore,ashore,word,岸へ,岸へ,exam,3,1,1,,1:2207,1
assail,assail,word,暴行する,暴行する,exam,3,1,1,,1:2098,1
assailant,assailant,word,加害者,加害者,exam,3,1,1,,1:2394,1
assiduous,assiduous,word,勤勉な,勤勉な,exam,3,1,1,,1:4018,1
assimilation,assimilation,word,同化，吸収,同化，吸収,exam,3,1,1,,1:84,1
assortment,assortment,word,詰め合わせ，詰め物,詰め合わせ，詰め物,exam,3,1,1,,1:1079,1
astute,astute,word,鋭い，鋭敏な,鋭い，鋭敏な,exam,3,1,1,,1:1326,1
asunder,asunder,word,バラバラに,バラバラに,exam,3,1,1,,1:2802,1
asylum,asylum,word,亡命，亡命者，亡命生活,亡命，亡命者，亡命生活,exam,3,1,1,,1:1797,1
atheism,atheism,word,無神論，神を信じない考え,無神論，神を信じない考え,exam,3,1,1,,1:1209,1
atheist,atheist,word,無神論者,無神論者,exam,3,1,1,,1:2338,1
atone,atone,word,償う,償う,exam,3,1,1,,1:2032,1
attire,attire,word,服装,服装,exam,3,1,1,,1:2729,1
attrition,attrition,word,消耗，使い果たす，減少,消耗，使い果たす，減少,exam,3,1,1,,1:1674,1
audacious,audacious,word,大胆な，勇敢な,大胆な，勇敢な,exam,3,1,1,,1:1390,1
auditory,auditory,word,聴覚の，聞く力,聴覚の，聞く力,exam,3,1,1,,1:1450,1
augment,augment,word,増やす，強化する,増やす，強化する,exam,3,1,1,,1:4154,1
auspicious,auspicious,word,縁起の良い,縁起の良い,exam,3,1,1,,1:3605,1
authoritative,authoritative,word,権威ある，権力のある,権威ある，権力のある,exam,3,1,1,,1:608,1
autism,autism,word,自閉症,自閉症,exam,3,1,1,,1:2519,1
autistic,autistic,word,自閉症の,自閉症の,exam,3,1,1,,1:2009,1
autonomous,autonomous,word,自律的な，独立的な,自律的な，独立的な,exam,3,1,1,,1:817,1
auxiliary,auxiliary,word,補助の,補助の,exam,3,1,1,,1:3683,1
avarice,avarice,word,貪欲,貪欲,exam,3,1,1,,1:2710,1
avatar,avatar,word,権化，象徴,権化，象徴,exam,3,1,1,,1:1851,1
avenge,avenge,word,仇を討つ，復讐する,仇を討つ，復讐する,exam,3,1,1,,1:856,1
avenger,avenger,word,復讐者,復讐者,exam,3,1,1,,1:3207,1
averse,averse,word,嫌っている,嫌っている,exam,3,1,1,,1:3910,1
aviary,aviary,word,鳥小屋,鳥小屋,exam,3,1,1,,1:2612,1
avid,avid,word,熱心な,熱心な,exam,3,1,1,,1:2236,1
awry,awry,word,歪んで,歪んで,exam,3,1,1,,1:3726,1
axe,axe,word,斧，戦斧,斧，戦斧,exam,3,1,1,,1:1198,1
back-to-back,back-to-back,word,背中合わせに,背中合わせに,exam,3,1,1,,1:2284,1
backdrop,backdrop,word,背景幕,背景幕,exam,3,1,1,,1:3426,1
backlash,backlash,word,激しい反発，強い反響,激しい反発，強い反響,exam,3,1,1,,1:1859,1
ballistic,ballistic,word,弾道の，飛ぶ方向,弾道の，飛ぶ方向,exam,3,1,1,,1:1547,1
ballpark,ballpark,word,概算，おおよその計算,概算，おおよその計算,exam,3,1,1,,1:1046,1
balm,balm,word,香油,香油,exam,3,1,1,,1:3237,1
baloney,baloney,word,たわ言,たわ言,exam,3,1,1,,1:3580,1
banal,banal,word,平凡な,平凡な,exam,3,1,1,,1:4002,1
bandit,bandit,word,盗賊，盗みを働く人,盗賊，盗みを働く人,exam,3,1,1,,1:1717,1
bane,bane,word,悩みの種，問題点,悩みの種，問題点,exam,3,1,1,,1:981,1
